,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Cat
452,Far Cry Instincts Predator,X360,2006.0,Shooter,Ubisoft,0.2,0.03,0.0,0.02,0.24,78.0,46.0,6.2,80.0,Ubisoft Montreal,M,Action
453,NBA Live 10,PSP,2009.0,Sports,Electronic Arts,0.21,0.0,0.01,0.02,0.24,64.0,4.0,4.2,10.0,EA Canada,E,Sports
454,FIFA World Cup Germany 2006,XB,2006.0,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24,77.0,22.0,8.4,9.0,EA Canada,E,Sports
455,NASCAR 08,PS2,2007.0,Racing,Electronic Arts,0.12,0.09,0.0,0.03,0.24,56.0,9.0,8.2,9.0,EA Tiburon,E,Sports
456,Harry Potter and the Goblet of Fire,XB,2005.0,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,68.0,26.0,5.8,10.0,Electronic Arts,E10+,Action
457,NBA 2K6,X360,2005.0,Action,Take-Two Interactive,0.21,0.01,0.0,0.02,0.23,81.0,33.0,8.6,31.0,Visual Concepts,E,Action
458,NASCAR 08,PS3,2007.0,Racing,Electronic Arts,0.15,0.05,0.0,0.03,0.23,57.0,21.0,5,14.0,EA Tiburon,E,Sports
459,Grand Slam Tennis 2,PS3,2012.0,Sports,Electronic Arts,0.09,0.1,0.0,0.04,0.23,73.0,36.0,5.2,17.0,EA Sports,E,Sports
460,Tom Clancy's Rainbow Six: Siege,PC,2015.0,Shooter,Ubisoft,0.13,0.08,0.0,0.02,0.23,79.0,37.0,6.9,734.0,Ubisoft Montreal,M,Action
461,Tiger Woods PGA Tour 2003,GC,2002.0,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.23,90.0,10.0,8,5.0,EA Sports,E,Sports
462,NBA Street: Showdown,PSP,2005.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,75.0,25.0,8.5,15.0,EA Canada,E,Sports
463,NCAA Football 2005,GC,2004.0,Sports,Electronic Arts,0.17,0.04,0.0,0.01,0.22,88.0,18.0,9,5.0,EA Sports,E,Sports
464,FaceBreaker K.O. Party,Wii,2008.0,Fighting,Electronic Arts,0.19,0.01,0.0,0.02,0.22,61.0,15.0,5.6,7.0,EA Canada,T,Sports
465,From Russia With Love,GC,2005.0,Action,Electronic Arts,0.17,0.04,0.0,0.01,0.22,70.0,20.0,8.5,13.0,Electronic Arts,T,Action
466,NBA Live 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.19,0.01,0.0,0.02,0.22,51.0,11.0,5.9,14.0,EA Sports,E,Sports
467,NCAA Basketball 09,X360,2008.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,70.0,23.0,5.6,8.0,EA Canada,E,Sports
468,NFL 2K3,GC,2002.0,Sports,Sega,0.17,0.04,0.0,0.01,0.22,92.0,24.0,8.3,15.0,Visual Concepts,E,Sports
469,MVP Baseball,PSP,2005.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,67.0,21.0,7.7,16.0,EA Canada,E,Sports
470,Rumble Racing,PS2,2001.0,Racing,Electronic Arts,0.1,0.08,0.0,0.03,0.21,85.0,17.0,8.2,9.0,Electronic Arts,E,Sports
471,NCAA Football 2003,GC,2002.0,Sports,Electronic Arts,0.16,0.04,0.0,0.01,0.21,91.0,11.0,8.1,9.0,EA Sports,E,Sports
472,NCAA March Madness 07,X360,2007.0,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,67.0,33.0,7.1,15.0,EA Canada,E,Sports
473,NHL 2003,XB,2002.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.21,80.0,12.0,7.9,12.0,EA Sports,E,Sports
474,Tiger Woods PGA Tour,PSP,2005.0,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,78.0,25.0,7.4,14.0,EA Canada,E,Sports
475,NCAA March Madness 06,XB,2005.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,76.0,21.0,7.2,5.0,EA Canada,E,Sports
476,NBA 2K2,XB,2002.0,Sports,Sega,0.15,0.04,0.0,0.01,0.2,90.0,17.0,7.6,5.0,Visual Concepts,E,Sports
477,Major League Baseball 2K11,PS3,2011.0,Sports,Take-Two Interactive,0.15,0.03,0.0,0.02,0.2,72.0,13.0,6.3,9.0,Visual Concepts,E,Sports
478,FIFA 16,PC,2015.0,Sports,Electronic Arts,0.06,0.13,0.0,0.01,0.2,81.0,10.0,4.4,296.0,EA Sports,E,Sports
479,MVP Baseball 2003,XB,2003.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,82.0,18.0,9,9.0,EA Sports,E,Sports
480,From Russia With Love,XB,2005.0,Action,Electronic Arts,0.15,0.04,0.0,0.01,0.2,71.0,34.0,8.8,12.0,Electronic Arts,T,Action
481,Prince of Persia: Warrior Within,GC,2004.0,Action,Ubisoft,0.15,0.04,0.0,0.01,0.2,83.0,31.0,8.6,20.0,Ubisoft,M,Action
482,Tom Clancy's Splinter Cell: Essentials,PSP,2006.0,Shooter,Ubisoft,0.17,0.01,0.0,0.02,0.19,58.0,37.0,7.5,39.0,Ubisoft,M,Action
483,Major League Baseball 2K12,PS3,2012.0,Sports,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,68.0,8.0,4.4,5.0,Visual Concepts,E,Sports
484,Harry Potter and the Goblet of Fire,PSP,2005.0,Action,Electronic Arts,0.17,0.0,0.0,0.02,0.19,70.0,13.0,7.4,16.0,Electronic Arts,E10+,Action
485,NBA 2K11,PC,2010.0,Action,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,82.0,6.0,8.6,37.0,Visual Concepts,E,Action
486,FaceBreaker,X360,2008.0,Fighting,Electronic Arts,0.15,0.02,0.0,0.02,0.19,54.0,57.0,6.3,19.0,EA Canada,T,Sports
487,Shaun White Skateboarding,PS3,2010.0,Sports,Ubisoft,0.11,0.05,0.0,0.03,0.19,61.0,26.0,6.5,8.0,Ubisoft Montreal,T,Sports
488,Major League Baseball 2K10,PS3,2010.0,Sports,Take-Two Interactive,0.17,0.0,0.0,0.01,0.19,74.0,19.0,5.3,4.0,Visual Concepts,E,Sports
489,Harry Potter: Quidditch World Cup,XB,2003.0,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,69.0,14.0,7.5,4.0,Electronic Arts,E,Sports
490,Grand Slam Tennis 2,X360,2012.0,Sports,Electronic Arts,0.1,0.06,0.0,0.02,0.18,71.0,45.0,5.1,14.0,EA Sports,E,Sports
491,FIFA Soccer 11,PC,2010.0,Sports,Electronic Arts,0.0,0.14,0.0,0.04,0.18,83.0,16.0,7.7,102.0,EA Sports,E,Sports
492,FIFA Soccer 2002,GC,2001.0,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18,81.0,13.0,8,9.0,EA Sports,E,Sports
493,Disney's Tarzan Untamed,GC,2001.0,Platform,Ubisoft,0.14,0.04,0.0,0.0,0.18,61.0,11.0,7.4,8.0,Ubisoft Montreal,E,Adventure
494,College Hoops 2K8,X360,2007.0,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18,81.0,21.0,6.9,16.0,Visual Concepts,E,Sports
495,NHL 2K9,X360,2008.0,Sports,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17,69.0,33.0,6.7,7.0,Visual Concepts,E10+,Sports
496,Fight Night Round 2,GC,2005.0,Fighting,Electronic Arts,0.13,0.03,0.0,0.0,0.17,87.0,32.0,7.9,7.0,EA Sports,T,Sports
497,FaceBreaker,PS3,2008.0,Fighting,Electronic Arts,0.13,0.02,0.0,0.02,0.17,53.0,37.0,3.8,20.0,EA Canada,T,Sports
498,SSX On Tour,GC,2005.0,Sports,Electronic Arts,0.13,0.03,0.0,0.0,0.17,80.0,27.0,7.5,14.0,EA Canada,E,Sports
499,NHL 07,PSP,2006.0,Sports,Electronic Arts,0.13,0.02,0.0,0.02,0.17,76.0,7.0,6.6,23.0,EA Sports,E10+,Sports
500,Cubivore: Survival of the Fittest,GC,2002.0,Adventure,Nintendo,0.01,0.0,0.15,0.0,0.17,71.0,12.0,8.5,21.0,Nintendo,E,Adventure
501,Far Cry: Primal,PC,2016.0,Action,Ubisoft,0.04,0.11,0.0,0.01,0.16,74.0,18.0,4.8,368.0,Ubisoft Montreal,M,Action
502,ESPN College Hoops,PS2,2003.0,Sports,Sega,0.08,0.06,0.0,0.02,0.16,83.0,14.0,8.5,8.0,Visual Concepts,E,Sports
503,NCAA Football 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.15,0.0,0.0,0.01,0.16,49.0,5.0,5.8,32.0,EA Canada,E,Sports
504,Beowulf: The Game,PS3,2007.0,Action,Ubisoft,0.14,0.01,0.0,0.01,0.16,51.0,18.0,5.2,17.0,Ubisoft,M,Action
505,NBA Live 08,Wii,2007.0,Sports,Electronic Arts,0.14,0.0,0.0,0.01,0.16,52.0,11.0,7.1,21.0,EA Canada,E,Sports
506,NBA 2K12,PC,2011.0,Sports,Take-Two Interactive,0.09,0.05,0.0,0.02,0.16,86.0,5.0,7.1,66.0,Visual Concepts,E,Sports
507,Shaun White Skateboarding,X360,2010.0,Sports,Ubisoft,0.1,0.05,0.0,0.01,0.16,61.0,34.0,5.3,7.0,Ubisoft Montreal,T,Sports
508,Tiger Woods PGA Tour 2004,GC,2003.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.16,89.0,16.0,7.8,6.0,EA Sports,E,Sports
509,NHL 2005,XB,2004.0,Sports,Electronic Arts,0.12,0.03,0.0,0.01,0.16,77.0,27.0,6.2,11.0,EA Sports,E,Sports
510,All-Pro Football 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,73.0,23.0,7.3,21.0,Visual Concepts,E10+,Sports
511,Knockout Kings 2003,GC,2002.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.15,78.0,13.0,6.5,4.0,EA Sports,T,Sports
512,NCAA Football 2004,GC,2003.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.15,89.0,16.0,7.5,6.0,EA Sports,E,Sports
513,NBA Street Homecourt,PS3,2007.0,Sports,Electronic Arts,0.12,0.01,0.0,0.02,0.15,81.0,31.0,6.5,16.0,EA Canada,E,Sports
514,FIFA 06: Road to FIFA World Cup,X360,2005.0,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15,62.0,39.0,6,34.0,EA Canada,E,Sports
515,F1 2001,PS2,2001.0,Racing,Electronic Arts,0.07,0.06,0.0,0.02,0.15,83.0,13.0,8.3,9.0,EA Sports,E,Sports
516,Fantastic Four: Rise of the Silver Surfer,PS3,2007.0,Action,Take-Two Interactive,0.12,0.02,0.0,0.02,0.15,47.0,26.0,6.2,10.0,Visual Concepts,T,Action
517,187: Ride or Die,PS2,2005.0,Racing,Ubisoft,0.07,0.06,0.0,0.02,0.15,52.0,33.0,6.8,12.0,Ubisoft,M,Sports
518,Prince of Persia: The Two Thrones,GC,2005.0,Action,Ubisoft,0.11,0.03,0.0,0.0,0.15,84.0,34.0,8.1,22.0,Ubisoft,M,Action
519,Arena Football,XB,2006.0,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.15,65.0,17.0,8.5,10.0,EA Tiburon,E10+,Sports
520,FIFA Soccer 2005,GC,2004.0,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14,78.0,22.0,8.5,6.0,EA Canada,E,Sports
521,SSX On Tour,XB,2005.0,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.14,81.0,35.0,8.1,10.0,EA Canada,E,Sports
522,NFL Head Coach 09,PS3,2008.0,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,64.0,12.0,7.1,12.0,EA Tiburon,E,Sports
523,College Hoops 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,82.0,18.0,5.2,6.0,Visual Concepts,E,Sports
524,Rayman Arena,GC,2002.0,Racing,Ubisoft,0.11,0.03,0.0,0.0,0.14,60.0,10.0,7.2,6.0,Ubisoft,E,Sports
525,UEFA Euro 2004: Portugal,PS2,2004.0,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.14,76.0,21.0,6.4,18.0,EA Canada,E,Sports
526,NCIS,X360,2011.0,Adventure,Ubisoft,0.1,0.02,0.0,0.01,0.14,35.0,11.0,4.7,7.0,Ubisoft,T,Adventure
527,FIFA Street 2,PSP,2006.0,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.13,58.0,6.0,6.9,17.0,EA Canada,E,Sports
528,Chessmaster,XB,2004.0,Misc,Ubisoft,0.1,0.03,0.0,0.0,0.13,79.0,12.0,9,6.0,Ubisoft,E,Puzzle
529,NHL 2003,GC,2002.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13,79.0,13.0,6.3,4.0,EA Sports,E,Sports
530,FIFA World Cup Germany 2006,GC,2006.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13,76.0,17.0,6.2,5.0,EA Canada,E,Sports
531,Star Wars: Lethal Alliance,PSP,2006.0,Action,Ubisoft,0.11,0.01,0.0,0.01,0.13,61.0,31.0,7,7.0,Ubisoft Montreal,T,Action
532,Disney's PK: Out of the Shadows,PS2,2002.0,Platform,Ubisoft,0.06,0.05,0.0,0.02,0.12,49.0,14.0,5,4.0,Ubisoft,E,Adventure
533,Chessmaster: The Art of Learning,PSP,2008.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.12,64.0,4.0,8.4,18.0,Ubisoft,E,Puzzle
534,NCIS,PS3,2011.0,Adventure,Ubisoft,0.07,0.04,0.0,0.02,0.12,50.0,4.0,4,4.0,Ubisoft,T,Adventure
535,NFL Head Coach,XB,2006.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,69.0,26.0,7.1,9.0,EA Tiburon,E,Sports
536,NBA 2K2,GC,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.12,90.0,13.0,8,4.0,Visual Concepts,E,Sports
537,FIFA Soccer,PSP,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,73.0,23.0,7.7,22.0,EA Canada,E,Sports
538,Self-Defense Training Camp,X360,2011.0,Sports,Ubisoft,0.08,0.03,0.0,0.01,0.12,21.0,5.0,5,25.0,Ubisoft,T,Sports
539,NASCAR 07,PS2,2006.0,Racing,Electronic Arts,0.06,0.04,0.0,0.01,0.11,68.0,26.0,8.9,16.0,EA Tiburon,E,Sports
540,FIFA Street 2,GC,2006.0,Sports,Electronic Arts,0.09,0.02,0.0,0.0,0.11,63.0,16.0,5.7,7.0,EA Canada,E,Sports
541,Fantastic Four: Rise of the Silver Surfer,X360,2007.0,Action,Take-Two Interactive,0.1,0.01,0.0,0.01,0.11,45.0,30.0,5.4,16.0,Visual Concepts,T,Action
542,NFL Head Coach 09,X360,2008.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.11,67.0,14.0,8.4,28.0,EA Tiburon,E,Sports
543,Batman: Rise of Sin Tzu,XB,2003.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.11,67.0,17.0,7.7,6.0,Ubisoft Montreal,T,Action
544,TMNT,PSP,2007.0,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11,37.0,7.0,4.1,12.0,Ubisoft Montreal,E10+,Action
545,Open Season,X360,2006.0,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11,59.0,15.0,7.3,9.0,Ubisoft,E10+,Adventure
546,Call of Juarez: The Cartel,PC,2011.0,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11,51.0,12.0,3.3,126.0,Ubisoft,M,Action
547,FIFA Soccer 06,PSP,2005.0,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11,77.0,17.0,7.7,20.0,EA Sports,E,Sports
548,Tiger Woods PGA Tour 06,GC,2005.0,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.11,82.0,19.0,4.8,4.0,EA Sports,E,Sports
549,FIFA World Cup Germany 2006,PSP,2006.0,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11,72.0,15.0,7.3,8.0,EA Canada,E,Sports
550,Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11,83.0,20.0,5.2,672.0,Ubisoft Montreal,M,Action
551,Rocky Balboa,PSP,2007.0,Sports,Ubisoft,0.01,0.09,0.0,0.01,0.1,58.0,17.0,6.6,11.0,Ubisoft,T,Sports
552,Family Feud: 2012 Edition,X360,2011.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.1,47.0,4.0,5.3,6.0,Ubisoft,E10+,Puzzle
553,F1 Career Challenge,PS2,2003.0,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.1,70.0,15.0,7.7,15.0,Electronic Arts,E,Sports
554,Tom Clancy's Splinter Cell: Chaos Theory,GC,2005.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.1,81.0,28.0,8.5,15.0,Ubisoft Montreal,M,Action
555,FIFA Street,XB,2005.0,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,60.0,21.0,8,9.0,EA Canada,E,Sports
556,NHL 2004,GC,2003.0,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,85.0,18.0,8.4,7.0,EA Sports,E,Sports
557,Surf's Up,X360,2007.0,Sports,Ubisoft,0.09,0.0,0.0,0.01,0.1,61.0,15.0,6.1,9.0,Ubisoft,E10+,Sports
558,NFL Tour,X360,2008.0,Sports,Electronic Arts,0.09,0.0,0.0,0.01,0.1,49.0,35.0,3.1,45.0,EA Tiburon,E,Sports
559,NCAA March Madness 08,PS3,2007.0,Sports,Electronic Arts,0.08,0.0,0.0,0.01,0.09,67.0,15.0,3.8,4.0,EA Canada,E,Sports
560,The Sims 2: Apartment Life,PC,2008.0,Simulation,Electronic Arts,0.0,0.07,0.0,0.01,0.09,75.0,10.0,7.7,19.0,Electronic Arts,T,Strategy
561,NCAA Football 08,XB,2007.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,82.0,4.0,8.1,8.0,EA Sports,E,Sports
562,FIFA Street 2,XB,2006.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,63.0,30.0,7.1,9.0,EA Canada,E,Sports
563,NHL 06,GC,2005.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,78.0,18.0,9.3,7.0,EA Canada,E10+,Sports
564,Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004.0,Action,Ubisoft,0.06,0.02,0.0,0.0,0.08,78.0,25.0,8,11.0,Ubisoft,T,Action
565,FIFA Soccer 2003,GC,2002.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,86.0,12.0,7.8,10.0,EA Canada,E,Sports
566,Major League Baseball 2K11,PC,2011.0,Sports,Take-Two Interactive,0.06,0.01,0.0,0.01,0.08,74.0,5.0,5.9,16.0,Visual Concepts,E,Sports
567,Assassin's Creed: Rogue,PC,2015.0,Action,Ubisoft,0.05,0.02,0.0,0.01,0.08,74.0,25.0,7.5,362.0,Ubisoft,M,Action
568,Far Cry Vengeance,Wii,2006.0,Shooter,Ubisoft,0.06,0.01,0.0,0.01,0.08,38.0,23.0,5.3,53.0,Ubisoft Montreal,M,Action
569,Silent Hunter III,PC,2005.0,Simulation,Ubisoft,0.0,0.07,0.0,0.01,0.08,90.0,23.0,7.9,95.0,Ubisoft,T,Strategy
570,Madden NFL 08,GC,2007.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,75.0,4.0,7,7.0,EA Tiburon,E,Sports
571,Far Cry Instincts Evolution,XB,2006.0,Shooter,Ubisoft,0.06,0.02,0.0,0.0,0.08,78.0,15.0,6.3,32.0,Ubisoft Montreal,M,Action
572,Rayman 3: Hoodlum Havoc,XB,2003.0,Platform,Ubisoft,0.06,0.02,0.0,0.0,0.07,75.0,13.0,7.9,8.0,Ubisoft,E,Adventure
573,Need for Speed Underground 2,PC,2004.0,Racing,Electronic Arts,0.0,0.06,0.0,0.01,0.07,82.0,31.0,8.5,407.0,EA Canada,T,Sports
574,FIFA Soccer 2004,GC,2003.0,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.07,83.0,17.0,6.2,12.0,EA Canada,E,Sports
575,Open Season,Wii,2006.0,Platform,Ubisoft,0.06,0.0,0.0,0.01,0.07,49.0,5.0,5.6,7.0,Ubisoft,E10+,Adventure
576,NHL 2005,GC,2004.0,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.07,75.0,18.0,5.6,5.0,EA Sports,E,Sports
577,F1 2001,XB,2001.0,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,83.0,11.0,5.5,8.0,EA Sports,E,Sports
578,NHL 2K9,Wii,2008.0,Sports,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,65.0,11.0,5.4,19.0,Visual Concepts,E10+,Sports
579,Tom Clancy's Splinter Cell: Double Agent,GC,2006.0,Action,Ubisoft,0.04,0.01,0.0,0.0,0.06,64.0,8.0,7.1,7.0,Ubisoft Montreal,M,Action
580,NBA Live 07,XB,2006.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06,69.0,14.0,6.8,13.0,EA Sports,E,Sports
581,UEFA Euro 2004: Portugal,XB,2004.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,74.0,21.0,8.1,9.0,EA Canada,E,Sports
582,Medal of Honor: Airborne,PC,2007.0,Shooter,Electronic Arts,0.0,0.04,0.0,0.01,0.05,78.0,38.0,7.3,204.0,Electronic Arts,T,Action
583,UEFA Champions League 2006-2007,X360,2007.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,72.0,27.0,8.2,10.0,EA Canada,E,Sports
584,Tom Clancy's HAWX 2,PC,2010.0,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05,66.0,12.0,3.8,47.0,Ubisoft,T,Action
585,Rugby 06,PS2,2006.0,Sports,Electronic Arts,0.02,0.02,0.0,0.01,0.05,70.0,6.0,7.8,27.0,EA Canada,E,Sports
586,2002 FIFA World Cup,GC,2002.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,78.0,9.0,7.7,6.0,EA Sports,E,Sports
587,FIFA Soccer 10,PC,2009.0,Sports,Electronic Arts,0.0,0.04,0.0,0.01,0.05,72.0,14.0,3.8,59.0,EA Sports,E,Sports
588,Disney's Donald Duck: Goin' Quackers,GC,2002.0,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.04,61.0,7.0,3,4.0,Ubisoft Montreal,E,Adventure
589,NASCAR 07,XB,2006.0,Racing,Electronic Arts,0.03,0.01,0.0,0.0,0.04,72.0,26.0,7,4.0,EA Tiburon,E,Sports
590,Surf's Up,PS3,2007.0,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,59.0,8.0,5.1,7.0,Ubisoft Montreal,E10+,Sports
591,Rugby 08,PS2,2007.0,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.04,74.0,21.0,7.4,25.0,EA Canada,E,Sports
592,Prince of Persia: The Forgotten Sands,PC,2010.0,Action,Ubisoft,0.0,0.03,0.0,0.0,0.03,75.0,16.0,6.6,218.0,Ubisoft Montreal,T,Action
593,F1 2002,GC,2002.0,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03,72.0,7.0,7.8,4.0,EA Sports,E,Sports
594,Rayman 3: Hoodlum Havoc,PC,2003.0,Platform,Ubisoft,0.0,0.03,0.0,0.0,0.03,74.0,8.0,8.3,70.0,Ubisoft,E,Adventure
595,NBA 2K13,PC,2012.0,Sports,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,90.0,5.0,6.8,130.0,Visual Concepts,E,Sports
596,NHL 07,XB,2006.0,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,75.0,14.0,7.7,6.0,EA Sports,E10+,Sports
597,Medal of Honor: Vanguard,PS2,2007.0,Shooter,Electronic Arts,0.0,0.0,0.03,0.0,0.03,63.0,29.0,6.1,34.0,Electronic Arts,T,Action
598,Tom Clancy's Rainbow Six: Vegas 2,PC,2008.0,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02,78.0,20.0,7.3,185.0,Ubisoft Montreal,M,Action
599,FIFA Soccer 09,PC,2008.0,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02,77.0,15.0,6.8,36.0,EA Canada,E,Sports
600,Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011.0,Action,Ubisoft,0.02,0.0,0.0,0.0,0.02,67.0,21.0,6.8,29.0,Ubisoft,M,Action
601,NHL 09,PC,2008.0,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02,62.0,6.0,4.1,30.0,EA Canada,E10+,Sports
602,Lost: Via Domus,PC,2008.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.02,52.0,22.0,6,38.0,Ubisoft Montreal,T,Action
603,FIFA Soccer 08,PC,2007.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.02,77.0,7.0,6.1,50.0,EA Canada,E,Sports
604,NBA 2K17,PC,2016.0,Sports,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01,90.0,6.0,6.3,52.0,Visual Concepts,E,Sports
605,Madden NFL 13,PS3,2012.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01,83.0,22.0,5.5,101.0,EA Tiburon,E,Sports
